Description_clean;total_sold;total_returned;sales_revenue;return_revenue;return_rate;anomaly_flag;impact_score
FOLDING UMBRELLA WHITE/RED POLKADOT;100;0;493,22;0,0;0,0;Normal;0,0
FOLK ART GREETING CARD,PACK/12;23;11;67,85;32,45;47,83;Normal;15,52
FOLK ART METAL HEART T-LIGHT HOLDER;134;0;71,08;0,0;0,0;Normal;0,0
FOLK ART METAL STAR T-LIGHT HOLDER;437;0;234,09;0,0;0,0;Normal;0,0
FOLK FELT HANGING MULTICOL GARLAND;208;0;585,86;0,0;0,0;Normal;0,0
FOLKART CHRISTMAS TREE T-LIGHT HOLD;27;0;10,26;0,0;0,0;Normal;0,0
FOLKART CLIP ON STARS;642;0;349,09;0,0;0,0;Normal;0,0
FOLKART HEART NAPKIN RINGS;338;24;520,37;18,96;7,1;Normal;1,35
FOLKART STAR CHRISTMAS DECORATIONS;3194;24;1459,52;30,0;0,75;Normal;0,22
FOLKART ZINC HEART CHRISTMAS DEC;1664;1;1655,87;0,85;0,06;Normal;0,0
FOLKART ZINC STAR CHRISTMAS DEC;10;0;8,5;0,0;0,0;Normal;0,0
FOOD CONTAINER SET 3 LOVE HEART;821;1;1901,09;1,95;0,12;Normal;0,0
FOOD COVER WITH BEADS , SET 2 SIZES;3;0;11,25;0,0;0,0;Normal;0,0
FOOD COVER WITH BEADS SET 2;666;8;2565,38;30,0;1,2;Normal;0,36
FOOD/DRINK SPONGE STICKERS;1100;0;231,0;0,0;0,0;Normal;0,0
FOOT STOOL HOME SWEET HOME;437;6;4623,45;59,7;1,37;Normal;0,82
FOR ONLINE RETAIL ORDERS;1;0;0,0;0,0;0,0;Normal;0,0
FORKED CACTUS CANDLE;94;1;301,96;2,95;1,06;Normal;0,03
FOUND;2374;0;0,0;0,0;0,0;Normal;0,0
FOUND BOX;24;0;0,0;0,0;0,0;Normal;0,0
FOUND BY JACKIE;1;0;0,0;0,0;0,0;Normal;0,0
FOUND IN W/HSE;50;0;0,0;0,0;0,0;Normal;0,0
FOUND SOME MORE ON SHELF;0;9;0,0;0,0;;Suspicious Return;
FOUR HOOK  WHITE LOVEBIRDS;1432;22;3329,24;46,2;1,54;Normal;0,71
FOUR RABBIT EASTER DECORATIONS;72;0;104,84;0,0;0,0;Normal;0,0
FRAPPUCINO SCARF KNITTING KIT;344;9;505,69;11,25;2,62;Normal;0,29
FREESTYLE CANVAS ART PICTURE;41;0;39,65;0,0;0,0;Normal;0,0
FRENCH BATHROOM SIGN BLUE METAL;1212;16;2114,02;26,4;1,32;Normal;0,35
FRENCH BLUE METAL DOOR SIGN 0;593;10;768,3;12,5;1,69;Normal;0,21
FRENCH BLUE METAL DOOR SIGN 1;1173;11;1568,39;13,75;0,94;Normal;0,13
FRENCH BLUE METAL DOOR SIGN 2;1008;11;1376,57;13,75;1,09;Normal;0,15
FRENCH BLUE METAL DOOR SIGN 3;855;11;1140,31;13,75;1,29;Normal;0,18
FRENCH BLUE METAL DOOR SIGN 4;752;10;1011,78;12,5;1,33;Normal;0,17
FRENCH BLUE METAL DOOR SIGN 5;846;30;1147,79;37,5;3,55;Normal;1,33
FRENCH BLUE METAL DOOR SIGN 6;718;12;960,65;14,81;1,67;Normal;0,25
FRENCH BLUE METAL DOOR SIGN 7;679;11;884,25;13,75;1,62;Normal;0,22
FRENCH BLUE METAL DOOR SIGN 8;643;12;846,49;15,0;1,87;Normal;0,28
FRENCH BLUE METAL DOOR SIGN 9;523;13;703,57;16,25;2,49;Normal;0,4
FRENCH BLUE METAL DOOR SIGN NO;983;24;1263,38;30,0;2,44;Normal;0,73
FRENCH CARRIAGE LANTERN;129;8;872,15;53,2;6,2;Normal;3,3
FRENCH CHATEAU LARGE FRUIT BOWL;10;0;19,5;0,0;0,0;Normal;0,0
FRENCH CHATEAU LARGE PLATTER;64;5;148,8;9,75;7,81;Normal;0,76
FRENCH CHATEAU OVAL PLATTER;15;0;29,25;0,0;0,0;Normal;0,0
FRENCH CHATEAU SMALL FRUITBOWL;24;0;51,6;0,0;0,0;Normal;0,0
FRENCH ENAMEL CANDLEHOLDER;1430;26;3097,19;52,96;1,82;Normal;0,96
FRENCH ENAMEL POT W LID;463;4;1126,03;8,4;0,86;Normal;0,07
FRENCH ENAMEL UTENSIL HOLDER;21;0;109,71;0,0;0,0;Normal;0,0
FRENCH ENAMEL WATER BASIN;378;8;1149,36;22,5;2,12;Normal;0,48
FRENCH FLORAL CUSHION COVER;590;12;703,87;10,2;2,03;Normal;0,21
FRENCH GARDEN SIGN BLUE METAL;740;12;952,33;15,0;1,62;Normal;0,24
FRENCH KITCHEN SIGN BLUE METAL;931;27;1205,39;33,75;2,9;Normal;0,98
FRENCH LATTICE CUSHION COVER;416;12;496,65;10,2;2,88;Normal;0,29
FRENCH LAUNDRY SIGN BLUE METAL;747;1;1292,35;1,45;0,13;Normal;0,0
FRENCH LAVENDER SCENT HEART;1028;3;1018,09;6,3;0,29;Normal;0,02
FRENCH PAISLEY CUSHION COVER;637;12;890,46;9,96;1,88;Normal;0,19
FRENCH STYLE EMBOSSED HEART CABINET;20;2;439,73;43,9;10,0;Normal;4,39
FRENCH STYLE STORAGE JAR BONBONS;1960;37;573,92;16,49;1,89;Normal;0,31
FRENCH STYLE STORAGE JAR CAFE;1249;12;390,89;9,24;0,96;Normal;0,09
FRENCH STYLE STORAGE JAR JAM;311;1;113,11;0,29;0,32;Normal;0,0
FRENCH TOILET SIGN BLUE METAL;997;13;1311,19;16,25;1,3;Normal;0,21
FRENCH WC SIGN BLUE METAL;1631;5;2203,0;6,25;0,31;Normal;0,02
FRESHWATER PEARL BRACELET GOLD;3;0;7,65;0,0;0,0;Normal;0,0
FRESHWATER PEARL BRACELET IVORY;5;0;12,7;0,0;0,0;Normal;0,0
FRIDGE MAGNETS LA VIE EN ROSE;983;181;920,6;153,85;18,41;Normal;28,32
FRIDGE MAGNETS LES ENFANTS ASSORTED;910;49;774,37;41,65;5,38;Normal;2,24
FRIDGE MAGNETS US DINER ASSORTED;1011;102;964,5;86,7;10,09;Normal;8,75
FROG CANDLE;64;2;83,78;2,5;3,12;Normal;0,08
FROG KING WATERING CAN;9;0;26,55;0,0;0,0;Normal;0,0
FROG SOCK PUPPET;15;0;44,25;0,0;0,0;Normal;0,0
FROSTED WHITE BASE;227;0;109,44;0,0;0,0;Normal;0,0
FRUIT SALAD BAG CHARM;64;0;145,52;0,0;0,0;Normal;0,0
FRUIT TREE AND BIRDS WALL PLAQUE;37;3;316,73;23,85;8,11;Normal;1,93
FRYING PAN BLUE POLKADOT;155;2;563,05;8,5;1,29;Normal;0,11
FRYING PAN PINK POLKADOT;282;4;1358,48;15,0;1,42;Normal;0,21
FRYING PAN RED RETROSPOT;306;0;1311,34;0,0;0,0;Normal;0,0
FRYING PAN UNION FLAG;1301;75;5697,59;282,25;5,76;Normal;16,26
FULL ENGLISH BREAKFAST PLATE;1448;33;6249,24;114,39;2,28;Normal;2,61
FUNKY DIVA PEN;7287;51;6292,86;43,35;0,7;Normal;0,3
FUNKY FLOWER PICNIC BAG FOR 4;2;0;33,9;0,0;0,0;Normal;0,0
FUNKY MONKEY CUSHION COVER;232;0;317,17;0,0;0,0;Normal;0,0
FUNKY MONKEY GIFT BAG MEDIUM;323;0;152,96;0,0;0,0;Normal;0,0
FUNKY MONKEY MUG;1;0;1,25;0,0;0,0;Normal;0,0
FUNKY WASHING UP GLOVES ASSORTED;718;1;1539,74;2,1;0,14;Normal;0,0
FUSCHIA FLOWER PURSE WITH BEADS;146;0;134,38;0,0;0,0;Normal;0,0
FUSCHIA RETRO BAR STOOL;14;0;523,3;0,0;0,0;Normal;0,0
FUSCHIA TABLE RUN FLOWER;5;0;11,25;0,0;0,0;Normal;0,0
FUSCHIA VOILE POINTY SHOE DEC;90;0;38,22;0,0;0,0;Normal;0,0
GAOLERS KEYS DECORATIVE GARDEN;916;4;3404,48;15,0;0,44;Normal;0,07
GARAGE KEY FOB;778;0;565,81;0,0;0,0;Normal;0,0
GARDEN METAL SIGN;102;12;183,41;19,8;11,76;Normal;2,33
GARDEN PATH JOURNAL;220;1;552,34;2,55;0,45;Normal;0,01
GARDEN PATH NOTEBOOK;15;0;24,75;0,0;0,0;Normal;0,0
GARDEN PATH POCKET BOOK;63;0;53,55;0,0;0,0;Normal;0,0
GARDEN PATH SKETCHBOOK;108;0;441,07;0,0;0,0;Normal;0,0
GARDENERS KNEELING PAD;1;0;3,36;0,0;0,0;Normal;0,0
GARDENERS KNEELING PAD CUP OF TEA;6707;152;11617,69;231,6;2,27;Normal;5,26
GARDENERS KNEELING PAD KEEP CALM;8621;112;16020,45;165,6;1,3;Normal;2,15
GARDENIA 1 WICK MORRIS BOXED CANDLE;217;1;741,93;1,25;0,46;Normal;0,01
GARDENIA 3 WICK MORRIS BOXED CANDLE;249;6;747,99;25,5;2,41;Normal;0,61
GARLAND WITH HEARTS AND BELLS;388;14;1721,52;69,3;3,61;Normal;2,5
GARLAND WITH STARS AND BELLS;531;7;2191,37;34,65;1,32;Normal;0,46
GARLAND WOODEN HAPPY EASTER;1930;4;2581,93;4,81;0,21;Normal;0,01
GARLAND, VINTAGE BELLS;92;0;265,88;0,0;0,0;Normal;0,0
GEMSTONE CHANDELIER T-LIGHT HOLDER;78;0;347,7;0,0;0,0;Normal;0,0
GENTLEMAN SHIRT REPAIR KIT;1434;0;1252,71;0,0;0,0;Normal;0,0
GEORGIAN TRINKET BOX;131;0;1556,5;0,0;0,0;Normal;0,0
GIANT 50'S CHRISTMAS CRACKER;2292;1;6083,44;2,89;0,04;Normal;0,0
GIANT MEDINA STAMPED METAL BOWL;2;0;19,9;0,0;0,0;Normal;0,0
GIFT BAG BIRTHDAY;604;0;357,02;0,0;0,0;Normal;0,0
GIFT BAG LARGE 50'S CHRISTMAS;24;0;30,0;0,0;0,0;Normal;0,0
GIFT BAG LARGE SPOT;96;0;120,0;0,0;0,0;Normal;0,0
GIFT BAG LARGE VINTAGE CHRISTMAS;148;0;185,0;0,0;0,0;Normal;0,0
GIFT BAG PSYCHEDELIC APPLES;1027;12;629,07;7,8;1,17;Normal;0,09
GIN AND TONIC DIET METAL SIGN;390;0;1007,22;0,0;0,0;Normal;0,0
GIN AND TONIC MUG;2621;22;3698,49;27,71;0,84;Normal;0,23
GINGERBREAD MAN COOKIE CUTTER;5582;5;7043,81;6,25;0,09;Normal;0,01
GINGHAM BABUSHKA DOORSTOP;167;0;301,49;0,0;0,0;Normal;0,0
GINGHAM HEART  DOORSTOP RED;713;0;2678,83;0,0;0,0;Normal;0,0
GINGHAM HEART DECORATION;3874;0;3432,52;0,0;0,0;Normal;0,0
GINGHAM OVEN GLOVE RED HEART;5;0;26,49;0,0;0,0;Normal;0,0
GINGHAM RECIPE BOOK BOX;383;1;2156,97;4,95;0,26;Normal;0,01
GINGHAM ROSE WRAP;1604;0;673,68;0,0;0,0;Normal;0,0
GIRAFFE WOODEN RULER;2842;714;5739,94;1185,9;25,12;Normal;297,9
GIRLS ALPHABET IRON ON PATCHES;13018;0;2741,69;0,0;0,0;Normal;0,0
GIRLS PARTY BAG;47;0;144,43;0,0;0,0;Normal;0,0
GIRLS VINTAGE TIN SEASIDE BUCKET;936;0;2603,27;0,0;0,0;Normal;0,0
GIRLY PINK TOOL SET;5;0;24,75;0,0;0,0;Normal;0,0
GIVEN AWAY;0;1400;0,0;0,0;;Suspicious Return;
GLAMOROUS  MUG;1002;4;1128,96;5,0;0,4;Normal;0,02
GLASS  BEURRE DISH;755;16;3264,25;67,54;2,12;Normal;1,43
GLASS  SONGBIRD STORAGE JAR;129;4;1586,74;48,65;3,1;Normal;1,51
GLASS AND BEADS BRACELET IVORY;9;0;33,69;0,0;0,0;Normal;0,0
GLASS AND PAINTED BEADS BRACELET OL;13;0;48,77;0,0;0,0;Normal;0,0
GLASS AND PAINTED BEADS BRACELET TO;15;0;56,15;0,0;0,0;Normal;0,0
GLASS APOTHECARY BOTTLE ELIXIR;771;5;3113,83;19,75;0,65;Normal;0,13
GLASS APOTHECARY BOTTLE PERFUME;964;8;3810,46;31,6;0,83;Normal;0,26
GLASS APOTHECARY BOTTLE TONIC;833;6;3344,71;23,7;0,72;Normal;0,17
GLASS BEAD HOOP EARRINGS AMETHYST;9;0;28,4;0,0;0,0;Normal;0,0
GLASS BEAD HOOP EARRINGS BLACK;6;0;17,66;0,0;0,0;Normal;0,0
GLASS BEAD HOOP EARRINGS GREEN;5;0;14,5;0,0;0,0;Normal;0,0
GLASS BEAD HOOP EARRINGS MONTANA;3;0;8,76;0,0;0,0;Normal;0,0
GLASS BEAD HOOP NECKLACE AMETHYST;3;0;25,5;0,0;0,0;Normal;0,0
GLASS BEAD HOOP NECKLACE BLACK;2;0;17,0;0,0;0,0;Normal;0,0
GLASS BEAD HOOP NECKLACE GREEN;4;0;33,82;0,0;0,0;Normal;0,0
GLASS BEAD HOOP NECKLACE MONTANA;3;0;25,32;0,0;0,0;Normal;0,0
GLASS BELL JAR LARGE;2;0;17,0;0,0;0,0;Normal;0,0
GLASS BELL JAR SMALL;4;0;15,8;0,0;0,0;Normal;0,0
GLASS BON BON JAR;2301;13;4125,03;22,35;0,56;Normal;0,13
GLASS BONNE JAM JAR;97;0;405,37;0,0;0,0;Normal;0,0
GLASS CAKE COVER AND PLATE;2;2;29,9;29,9;100,0;Operational Reversal;29,9
GLASS CHALICE BLUE SMALL;636;11;371,44;6,81;1,73;Normal;0,12
GLASS CHALICE GREEN  LARGE;191;7;348,92;14,7;3,66;Normal;0,54
GLASS CHALICE GREEN  SMALL;155;1;165,88;1,65;0,65;Normal;0,01
GLASS CLOCHE LARGE;338;3;2842,73;24,65;0,89;Normal;0,22
GLASS CLOCHE SMALL;762;63;2957,22;219,17;8,27;Normal;18,13
GLASS HEART T-LIGHT HOLDER;3180;16;2794,08;12,97;0,5;Normal;0,06
GLASS JAR DAISY FRESH COTTON WOOL;528;6;2051,08;17,7;1,14;Normal;0,2
GLASS JAR DIGESTIVE BISCUITS;557;56;1831,72;153,6;10,05;Normal;15,44
GLASS JAR ENGLISH CONFECTIONERY;897;99;2889,02;267,25;11,04;Normal;29,5
GLASS JAR KINGS CHOICE;188;3;605,77;8,85;1,6;Normal;0,14
GLASS JAR MARMALADE;184;10;604,35;29,5;5,43;Normal;1,6
GLASS JAR PEACOCK BATH SALTS;263;33;931,99;97,35;12,55;Normal;12,22
GLASS SONGBIRD STORAGE JAR;3;0;37,5;0,0;0,0;Normal;0,0
GLASS SPHERE CANDLE STAND MEDIUM;108;1;667,73;4,95;0,93;Normal;0,05
GLASS STAR FROSTED T-LIGHT HOLDER;494;13;2413,18;63,65;2,63;Normal;1,67
GLASS TWIST BON BON JAR;74;3;575,25;19,95;4,05;Normal;0,81
GLITTER BUTTERFLY CLIPS;987;0;2715,23;0,0;0,0;Normal;0,0
GLITTER CHRISTMAS HEART;270;0;233,52;0,0;0,0;Normal;0,0
GLITTER CHRISTMAS STAR;2315;0;984,12;0,0;0,0;Normal;0,0
GLITTER CHRISTMAS TREE;792;0;362,31;0,0;0,0;Normal;0,0
GLITTER CHRISTMAS TREE WITH BELLS;704;3;731,0;4,69;0,43;Normal;0,02
GLITTER HANGING BUTTERFLY STRING;1290;120;2672,55;205,26;9,3;Normal;19,09
GLITTER HEART DECORATION;2412;0;1066,36;0,0;0,0;Normal;0,0
GLITTER HEART GARLAND WITH BELLS;326;30;1357,22;112,5;9,2;Normal;10,35
GLITTER SNOW PEAR TREE DECORATION;20;0;29,0;0,0;0,0;Normal;0,0
GLITTER STAR GARLAND WITH BELLS;239;12;992,05;45,0;5,02;Normal;2,26
GLOW IN DARK DOLPHINS;135;0;28,35;0,0;0,0;Normal;0,0
GOLD APERITIF GLASS;88;0;34,32;0,0;0,0;Normal;0,0
GOLD COSMETIC BAG PINK STAR;2;0;4,2;0,0;0,0;Normal;0,0
GOLD COSMETICS BAG WITH BUTTERFLY;1;0;2,1;0,0;0,0;Normal;0,0
GOLD DIAMANTE STAR BROOCH;12;0;59,8;0,0;0,0;Normal;0,0
GOLD EAR MUFF HEADPHONES;36;1;210,67;5,49;2,78;Normal;0,15
GOLD FABRIC MIRROR;163;0;80,13;0,0;0,0;Normal;0,0
GOLD FISHING GNOME;50;0;469,5;0,0;0,0;Normal;0,0
GOLD FLOWER CUSHION COVER;8;0;15,6;0,0;0,0;Normal;0,0
GOLD M PEARL  ORBIT NECKLACE;15;0;152,84;0,0;0,0;Normal;0,0
GOLD M.O.P ORBIT BRACELET;18;0;96,52;0,0;0,0;Normal;0,0
GOLD M.O.P ORBIT DROP EARRINGS;20;0;83,78;0,0;0,0;Normal;0,0
GOLD M.O.P. ORBIT NECKLACE;2;0;5,9;0,0;0,0;Normal;0,0
GOLD MINI TAPE MEASURE;1215;300;940,21;216,0;24,69;Normal;53,33
GOLD MUG BONE CHINA TREE OF LIFE;644;37;804,94;43,78;5,75;Normal;2,52
GOLD PHOTO FRAME;198;0;444,45;0,0;0,0;Normal;0,0
GOLD PRINT PAPER BAG;19;0;3,61;0,0;0,0;Normal;0,0
GOLD SCROLL GLASS T-LIGHT HOLDER;80;3;137,22;1,17;3,75;Normal;0,04
GOLD STANDING GNOME;102;0;381,02;0,0;0,0;Normal;0,0
GOLD TEDDY BEAR;15;0;42,7;0,0;0,0;Normal;0,0
GOLD WASHBAG;27;0;54,57;0,0;0,0;Normal;0,0
GOLD WINE GOBLET;168;0;132,72;0,0;0,0;Normal;0,0
GOLD/AMBER DROP EARRINGS W LEAF;13;0;38,18;0,0;0,0;Normal;0,0
GOLD/M.O.P PENDANT ORBIT NECKLACE;22;0;184,66;0,0;0,0;Normal;0,0
GOLDIE LOOKING MIRROR;17;12;84,15;59,4;70,59;Normal;41,93
GRAND CHOCOLATECANDLE;5528;7;7601,3;10,15;0,13;Normal;0,01
GRASS HOPPER WOODEN WALL CLOCK;249;1;309,51;5,95;0,4;Normal;0,02
GREEN  DIAMANTE PEN IN GIFT BOX;76;0;178,89;0,0;0,0;Normal;0,0
GREEN 3 PIECE POLKADOT CUTLERY SET;575;0;2155,42;0,0;0,0;Normal;0,0
GREEN BIRDHOUSE DECORATION;354;0;253,23;0,0;0,0;Normal;0,0
GREEN BITTY LIGHT CHAIN;178;0;359,85;0,0;0,0;Normal;0,0
GREEN CAT FLORAL CUSHION COVER;69;0;330,17;0,0;0,0;Normal;0,0
GREEN CHRISTMAS TREE CARD HOLDER;1240;3;3190,38;10,45;0,24;Normal;0,03
GREEN CHRISTMAS TREE STRING 20LIGHT;38;4;171,3;19,8;10,53;Normal;2,08
GREEN CRYSTAL DROP EARRINGS;2;0;5,8;0,0;0,0;Normal;0,0
GREEN DRAWER KNOB ACRYLIC EDWARDIAN;1919;0;2544,4;0,0;0,0;Normal;0,0
GREEN DROP EARRINGS W BEAD CLUSTER;12;0;40,03;0,0;0,0;Normal;0,0
GREEN EASTER EGG HUNT START POST;22;0;45,08;0,0;0,0;Normal;0,0
GREEN ENAMEL FLOWER HAIR TIE;14;0;41,01;0,0;0,0;Normal;0,0
GREEN ENAMEL FLOWER RING;53;0;155,04;0,0;0,0;Normal;0,0
GREEN FERN JOURNAL;171;0;425,82;0,0;0,0;Normal;0,0
GREEN FERN NOTEBOOK;81;0;132,99;0,0;0,0;Normal;0,0
GREEN FERN POCKET BOOK;57;0;48,45;0,0;0,0;Normal;0,0
GREEN FERN SKETCHBOOK;102;0;405,08;0,0;0,0;Normal;0,0
GREEN GEISHA GIRL;34;0;101,05;0,0;0,0;Normal;0,0
GREEN GIANT GARDEN THERMOMETER;395;14;2496,46;83,3;3,54;Normal;2,95
GREEN GLASS TASSLE BAG CHARM;35;0;79,76;0,0;0,0;Normal;0,0
GREEN GOOSE FEATHER CHRISTMAS TREE;133;0;512,79;0,0;0,0;Normal;0,0
GREEN GOOSE FEATHER TREE 60CM;159;2;333,57;3,9;1,26;Normal;0,05
GREEN HEART COMPACT MIRROR;196;0;288,31;0,0;0,0;Normal;0,0
GREEN HEART OF GLASS BRACELET;14;0;83,29;0,0;0,0;Normal;0,0
GREEN JUICY FRUIT PHOTO FRAME;94;0;261,89;0,0;0,0;Normal;0,0
GREEN LEAVES AND BEADS PHONE CHARM;2;0;4,97;0,0;0,0;Normal;0,0
GREEN METAL BOX ARMY SUPPLIES;364;6;3104,5;49,5;1,65;Normal;0,82
GREEN METAL BOX TOP SECRET;14;0;115,5;0,0;0,0;Normal;0,0
GREEN METAL SWINGING BUNNY;307;3;267,97;2,55;0,98;Normal;0,02
GREEN MURANO TWIST BRACELET;51;0;215,2;0,0;0,0;Normal;0,0
GREEN MURANO TWIST NECKLACE;11;0;109,54;0,0;0,0;Normal;0,0
GREEN PAIR HEART HAIR SLIDES;19;0;71,11;0,0;0,0;Normal;0,0
GREEN PENDANT SHELL NECKLACE;1;0;5,09;0,0;0,0;Normal;0,0
GREEN PENDANT TRIPLE SHELL NECKLACE;9;0;48,26;0,0;0,0;Normal;0,0
GREEN PEONY CUSHION COVER;19;0;88,35;0,0;0,0;Normal;0,0
GREEN POLKADOT BOWL;1142;6;1489,98;7,5;0,53;Normal;0,04
GREEN POLKADOT PLATE;732;0;1230,57;0,0;0,0;Normal;0,0
GREEN POP ART MAO CUSHION COVER;12;0;2,28;0,0;0,0;Normal;0,0
GREEN REGENCY TEACUP AND SAUCER;6296;58;20073,5;171,1;0,92;Normal;1,57
GREEN ROSE WASHBAG;307;0;1072,85;0,0;0,0;Normal;0,0
GREEN ROUND COMPACT MIRROR;96;0;150,56;0,0;0,0;Normal;0,0
GREEN SQUARE COMPACT MIRROR;107;0;173,51;0,0;0,0;Normal;0,0
GREEN STONE/CRYSTAL EARRINGS;14;0;40,95;0,0;0,0;Normal;0,0
GREEN SWEETHEART BRACELET;103;0;423,41;0,0;0,0;Normal;0,0
GREEN VINTAGE EARRINGS;35;0;143,08;0,0;0,0;Normal;0,0
GREEN VINTAGE SPOT BEAKER;4084;18;4009,34;15,17;0,44;Normal;0,07
GREEN WIRE STANDING CANDLE HOLDER;38;0;157,34;0,0;0,0;Normal;0,0
GREEN WITH METAL BAG CHARM;3;0;14,85;0,0;0,0;Normal;0,0
GREEN/BLUE CERAMIC CANDLE HOLDER;8;0;13,2;0,0;0,0;Normal;0,0
GREEN/BLUE FLOWER DESIGN BIG MUG;23;0;13,65;0,0;0,0;Normal;0,0
GREETING CARD, OVERCROWDED POOL.;234;0;67,86;0,0;0,0;Normal;0,0
GREETING CARD, STICKY GORDON;221;12;66,22;2,28;5,43;Normal;0,12
GREETING CARD, TWO SISTERS.;115;0;51,6;0,0;0,0;Normal;0,0
GREETING CARD,SQUARE, DOUGHNUTS;162;0;75,42;0,0;0,0;Normal;0,0
GREY ACRYLIC FACETED BANGLE;34;0;57,55;0,0;0,0;Normal;0,0
GREY FLORAL FELTCRAFT SHOULDER BAG;214;0;836,69;0,0;0,0;Normal;0,0
GREY HEART HOT WATER BOTTLE;2952;27;11722,58;104,25;0,91;Normal;0,95
GROOVY CACTUS INFLATABLE;303;0;119,09;0,0;0,0;Normal;0,0
GROW A FLYTRAP OR SUNFLOWER IN TIN;14948;48;16426,01;60,0;0,32;Normal;0,19
GROW YOUR OWN BASIL IN ENAMEL MUG;987;3;2166,91;6,3;0,3;Normal;0,02
GROW YOUR OWN FLOWERS SET OF 3;265;11;1138,85;87,45;4,15;Normal;3,63
GROW YOUR OWN HERBS SET OF 3;150;2;1280,44;15,9;1,33;Normal;0,21
GROW YOUR OWN PLANT IN A CAN;672;29;916,11;36,25;4,32;Normal;1,57
GUMBALL COAT RACK;5288;104;12962,77;231,45;1,97;Normal;4,56
GUMBALL MAGAZINE RACK;564;48;4754,96;344,7;8,51;Normal;29,33
GUMBALL MONOCHROME COAT RACK;620;10;895,72;11,17;1,61;Normal;0,18
GYMKHANA TREASURE BOOK BOX;1252;34;2816,98;76,5;2,72;Normal;2,08
GYMKHANNA TREASURE BOOK BOX;104;0;225,84;0,0;0,0;Normal;0,0
HAD BEEN PUT ASIDE;248;0;0,0;0,0;0,0;Normal;0,0
HAD BEEN PUT ASIDE.;54;0;0,0;0,0;0,0;Normal;0,0
HAIRCLIPS FORTIES FABRIC ASSORTED;1154;6;463,06;3,9;0,52;Normal;0,02
HALL CABINET WITH 3 DRAWERS;76;0;2603,53;0,0;0,0;Normal;0,0
HAND OPEN SHAPE DECO.WHITE;92;1;270,02;3,49;1,09;Normal;0,04
HAND OPEN SHAPE GOLD;175;0;595,07;0,0;0,0;Normal;0,0
HAND OVER THE CHOCOLATE   SIGN;8080;74;15604,13;135,22;0,92;Normal;1,24
HAND PAINTED HANGING EASTER EGG;22;0;9,24;0,0;0,0;Normal;0,0
HAND TOWEL PALE BLUE W FLOWERS;113;0;268,89;0,0;0,0;Normal;0,0
HAND TOWEL PINK FLOWER AND DAISY;107;0;234,83;0,0;0,0;Normal;0,0
HAND WARMER BABUSHKA DESIGN;4692;203;6732,43;306,05;4,33;Normal;13,25
HAND WARMER BIRD DESIGN;5995;53;13214,09;111,3;0,88;Normal;0,98
HAND WARMER OWL DESIGN;7898;123;16722,03;258,05;1,56;Normal;4,03
HAND WARMER RED LOVE HEART;3811;0;8512,01;0,0;0,0;Normal;0,0
HAND WARMER RED POLKA DOT;120;0;225,0;0,0;0,0;Normal;0,0
HAND WARMER RED RETROSPOT;3826;29;7757,63;59,15;0,76;Normal;0,45
HAND WARMER SCOTTY DOG DESIGN;6330;111;13824,42;209,1;1,75;Normal;3,66
HAND WARMER UNION JACK;4831;25;9981,72;52,5;0,52;Normal;0,27
HANGING  BUTTERFLY T-LIGHT HOLDER;1244;22;1546,48;26,24;1,77;Normal;0,46
HANGING BAUBLE T-LIGHT HOLDER LARGE;33;0;108,71;0,0;0,0;Normal;0,0
HANGING BAUBLE T-LIGHT HOLDER SMALL;263;36;596,27;75,6;13,69;Normal;10,35
HANGING BUTTERFLY  EGG;9;0;7,65;0,0;0,0;Normal;0,0
HANGING CHICK  YELLOW DECORATION;851;0;1248,86;0,0;0,0;Normal;0,0
HANGING CHICK CREAM DECORATION;1268;0;1875,57;0,0;0,0;Normal;0,0
HANGING CHICK GREEN DECORATION;883;0;1306,87;0,0;0,0;Normal;0,0
HANGING CLEAR MINI BOTTLE;1590;8;960,42;4,72;0,5;Normal;0,02
HANGING ENGRAVED METAL HEART;289;0;1215,91;0,0;0,0;Normal;0,0
HANGING FAIRY CAKE DECORATION;732;179;1329,02;302,51;24,45;Normal;73,96
HANGING GLASS ETCHED TEALIGHT;127;0;198,57;0,0;0,0;Normal;0,0
HANGING HEART BASKET;3;0;6,3;0,0;0,0;Normal;0,0
HANGING HEART BONHEUR;526;1;467,35;0,85;0,19;Normal;0,0
HANGING HEART JAR T-LIGHT HOLDER;11360;127;15194,85;153,43;1,12;Normal;1,72
HANGING HEART MIRROR DECORATION;2217;2;1627,47;1,3;0,09;Normal;0,0
HANGING HEART WITH BELL;4380;48;2282,45;18,72;1,1;Normal;0,21
HANGING HEART ZINC T-LIGHT HOLDER;8435;25;7627,58;20,2;0,3;Normal;0,06
HANGING HEN ON NEST DECORATION;793;0;1361,07;0,0;0,0;Normal;0,0
HANGING JAM JAR T-LIGHT HOLDER;9916;126;7909,84;103,33;1,27;Normal;1,31
HANGING JAM JAR T-LIGHT HOLDERS;2753;3;2247,05;2,55;0,11;Normal;0,0
HANGING MEDINA LANTERN SMALL;75;0;241,97;0,0;0,0;Normal;0,0
HANGING METAL CHICKEN DECORATION;124;0;163,52;0,0;0,0;Normal;0,0
HANGING METAL HEART LANTERN;3318;122;5350,75;186,9;3,68;Normal;6,88
HANGING METAL RABBIT DECORATION;420;0;549,45;0,0;0,0;Normal;0,0
HANGING METAL STAR LANTERN;1951;27;2994,74;42,15;1,38;Normal;0,58
